Week,State_Code,State_Name,Disease_Code,Incidence_per_Capita,Disease_Outbreak
11,GJ,Odisha,MAL,4.65,1
14,UP,Maharashtra,DEN,3.32,1
11,BH,Uttar Pradesh,CHK,0.96,0
50,AP,West Bengal,MAL,4.85,1
27,BH,West Bengal,DEN,0.58,0
1,AP,West Bengal,CHK,4.78,1
1,BH,Odisha,DEN,1.07,0
15,AP,Karnataka,DEN,1.09,0
31,UP,Andhra Pradesh,DEN,0.94,0
9,OR,Odisha,CHK,0.88,0
25,BH,Gujarat,CHK,0.67,0
6,TN,Andhra Pradesh,DEN,4.41,1
21,WB,Bihar,MAL,0.46,0
22,KA,Gujarat,CHK,4.79,1
28,WB,Tamil Nadu,MAL,0.1,0
32,AP,Karnataka,CHK,3.11,1
43,AP,Tamil Nadu,CHK,3.24,1
8,UP,Bihar,DEN,2.94,1
32,OR,Odisha,CHK,4.25,1
38,AP,Maharashtra,MAL,1.33,0
28,AP,Bihar,CHK,2.42,1
40,OR,Tamil Nadu,MAL,4.17,1
25,TN,Tamil Nadu,MAL,4.97,1
35,OR,West Bengal,CHK,0.28,0
15,OR,Bihar,CHK,0.19,0
49,UP,Gujarat,MAL,0.66,0
11,OR,Gujarat,MAL,1.24,0
12,KA,Gujarat,DEN,2.69,1
25,TN,Tamil Nadu,MAL,0.68,0
45,RJ,Bihar,DEN,0.71,0
44,BH,Maharashtra,CHK,0.21,0
16,UP,Gujarat,DEN,0.44,0
28,BH,Tamil Nadu,MAL,1.28,0
40,OR,Rajasthan,MAL,0.18,0
52,BH,Tamil Nadu,DEN,0.18,0
33,UP,Rajasthan,CHK,4.84,1
16,MH,Andhra Pradesh,DEN,2.16,1
50,TN,Tamil Nadu,DEN,3.46,1
16,WB,Bihar,DEN,4.1,1
34,BH,Odisha,DEN,0.41,0
25,WB,Gujarat,MAL,0.24,0
46,BH,Tamil Nadu,MAL,1.0,0
28,GJ,West Bengal,DEN,1.02,0
18,UP,Odisha,DEN,3.01,1
2,GJ,Gujarat,DEN,1.38,0
30,RJ,Tamil Nadu,DEN,2.49,1
37,WB,Bihar,DEN,3.17,1
9,KA,West Bengal,MAL,0.94,0
28,RJ,West Bengal,CHK,3.29,1
6,RJ,Maharashtra,CHK,4.14,1
36,AP,Karnataka,DEN,2.21,1
8,WB,Rajasthan,DEN,3.07,1
25,OR,Rajasthan,CHK,4.34,1
31,BH,Karnataka,DEN,3.18,1
26,RJ,West Bengal,MAL,0.22,0
39,KA,Uttar Pradesh,CHK,4.94,1
17,UP,Gujarat,CHK,4.15,1
44,MH,Andhra Pradesh,DEN,4.08,1
31,RJ,West Bengal,CHK,3.16,1
14,GJ,Bihar,MAL,0.67,0
2,OR,Rajasthan,MAL,1.41,0
42,TN,West Bengal,DEN,0.42,0
4,GJ,Rajasthan,CHK,1.35,0
5,GJ,Rajasthan,DEN,2.95,1
19,BH,Uttar Pradesh,MAL,1.0,0
11,UP,Gujarat,DEN,0.86,0
34,GJ,Rajasthan,CHK,1.49,0
51,OR,Gujarat,MAL,3.33,1
28,RJ,Karnataka,MAL,0.38,0
50,OR,Gujarat,DEN,3.46,1
26,OR,Tamil Nadu,CHK,4.52,1
28,MH,Maharashtra,DEN,2.89,1
39,MH,Andhra Pradesh,DEN,0.28,0
52,AP,Bihar,CHK,4.91,1
52,UP,Andhra Pradesh,CHK,2.94,1
16,WB,Odisha,DEN,0.86,0
39,WB,Bihar,CHK,1.07,0
37,RJ,Maharashtra,DEN,3.3,1
20,UP,Bihar,DEN,1.48,0
52,TN,Andhra Pradesh,MAL,4.15,1
35,AP,Maharashtra,MAL,0.9,0
31,GJ,Gujarat,MAL,2.28,1
19,TN,Bihar,CHK,4.39,1
22,OR,Andhra Pradesh,CHK,3.38,1
30,KA,West Bengal,CHK,4.31,1
38,UP,Maharashtra,CHK,0.92,0
33,MH,Maharashtra,DEN,3.86,1
12,GJ,Uttar Pradesh,DEN,1.17,0
18,AP,Karnataka,CHK,4.0,1
49,KA,Maharashtra,DEN,3.4,1
22,TN,Andhra Pradesh,DEN,1.47,0
49,UP,Andhra Pradesh,CHK,4.08,1
33,BH,Andhra Pradesh,DEN,2.52,1
16,WB,Gujarat,CHK,0.33,0
51,MH,Gujarat,DEN,0.34,0
3,WB,Andhra Pradesh,DEN,2.69,1
28,AP,Bihar,DEN,2.71,1
49,GJ,Andhra Pradesh,CHK,0.64,0
8,BH,Bihar,CHK,0.34,0
24,KA,Maharashtra,MAL,4.39,1
19,UP,Gujarat,DEN,0.89,0
47,KA,Rajasthan,CHK,4.27,1
52,WB,Tamil Nadu,CHK,1.09,0
46,TN,Gujarat,DEN,1.06,0
40,TN,Gujarat,DEN,2.82,1
45,WB,West Bengal,CHK,0.39,0
35,TN,Rajasthan,MAL,3.51,1
19,KA,Odisha,MAL,1.43,0
6,UP,Gujarat,DEN,4.28,1
28,UP,Maharashtra,DEN,3.66,1
46,MH,Maharashtra,MAL,0.59,0
30,KA,Rajasthan,CHK,0.34,0
7,BH,Odisha,CHK,0.37,0
49,RJ,West Bengal,DEN,0.52,0
21,TN,West Bengal,MAL,0.38,0
21,AP,Rajasthan,DEN,1.43,0
34,TN,Bihar,CHK,4.9,1
15,MH,West Bengal,DEN,1.25,0
10,WB,West Bengal,DEN,1.47,0
